title,url,download_urls
2019年惊悚剧情《选美小姐》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190501/58529.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:7433/阳光电影www.ygdy8.com.选美小姐.BD.720p.中英双字幕.mkv']
2018年获奖剧情《江湖儿女》HD国语中字,https://www.ygdy8.com/html/gndy/dyzz/20190328/58386.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:4127/阳光电影www.ygdy8.com.江湖儿女.HD.1080p.国语中字.mp4']
2019年悬疑剧情《遗孀秘闻》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190520/58617.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:7442/阳光电影www.ygdy8.com.遗孀秘闻.BD.720p.中英双字幕.mkv']
2019年剧情《老师·好/我们最好的时光》HD国语中字,https://www.ygdy8.com/html/gndy/dyzz/20190503/58535.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:8435/阳光电影www.ygdy8.com.老师·好.HD.720p.国语中字.mkv']
2018年科幻悬疑《湮灭/灭绝》BD国英双语双字,https://www.ygdy8.com/html/gndy/dyzz/20180602/56928.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:3089/阳光电影www.ygdy8.com.湮灭.BD.720p.国英双语双字.mkv']
2018年奇幻恐怖《地狱铁匠》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20181018/57642.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:3145/阳光电影www.ygdy8.com.地狱铁匠.BD.720p.中英双字幕.mkv']
2018年高分获奖剧情《迦百农》BD中文字幕,https://www.ygdy8.com/html/gndy/dyzz/20190302/58264.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:7400/阳光电影www.ygdy8.com.迦百农.BD.720p.中文字幕.mkv']
2019年动作《大人物》HD国语中英双字,https://www.ygdy8.com/html/gndy/dyzz/20190302/58265.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:8400/阳光电影www.ygdy8.com.大人物.HD.1080p.国语中英双字.mkv']
2019年爱情喜剧《难道不浪漫》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190303/58285.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:8401/阳光电影www.ygdy8.com.难道不浪漫.BD.720p.中英双字幕.mkv']
2019年高分奇幻动画《白蛇：缘起》HD国语中字,https://www.ygdy8.com/html/gndy/dyzz/20190304/58296.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:4122/阳光电影www.ygdy8.com.白蛇：缘起.HD.720p.国语中字.mkv']
2018年惊悚动作《金蝉脱壳2：冥府》BD国英双语双字,https://www.ygdy8.com/html/gndy/dyzz/20180826/57329.html,['ftp://ygdy8:ygdy8@yg90.dydytt.net:8377/阳光电影www.ygdy8.com.金蝉脱壳2.BD.720p.国英双语双字.mkv']
2019年剧情喜剧《为家而战》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190509/58582.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:7437/阳光电影www.ygdy8.com.为家而战.BD.720p.中英双字幕.mkv']
2018年获奖剧情《假若比尔街能说话》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190311/58325.html,['ftp://ygdy8:ygdy8@yg90.dydytt.net:8487/阳光电影www.ygdy8.com.假若比尔街能说话.BD.720p.中英双字幕.mkv']
2018年喜剧《一次聚会/取个名字》BD德语中字,https://www.ygdy8.com/html/gndy/dyzz/20190509/58581.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:8437/阳光电影www.ygdy8.com.一次聚会.BD.720p.德语中字.mkv']
2019年动作《硬核风暴》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190307/58308.html,['ftp://ygdy8:ygdy8@yg90.dydytt.net:8483/阳光电影www.ygdy8.com.硬核风暴.BD.720p.中英双字幕.mkv']
2018年动作喜剧《我的间谍前男友》BD国英双语双字,https://www.ygdy8.com/html/gndy/dyzz/20181119/57814.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:8355/阳光电影www.ygdy8.com.我的间谍前男友.BD.720p.国英双语双字.mkv']
2018年惊悚剧情《此房是我造》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190306/58300.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:4123/阳光电影www.ygdy8.com.此房是我造.BD.720p.中英双字幕.mkv']
2018年奇幻动作《海王/水行侠》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190306/58301.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:3194/阳光电影www.ygdy8.com.海王.BD.720p.国英双语双字.mkv']
2018年剧情战争《青年将军高约》BD中字,https://www.ygdy8.com/html/gndy/dyzz/20190309/58315.html,['ftp://ygdy8:ygdy8@yg90.dydytt.net:8485/阳光电影www.ygdy8.com.青年将军高约.BD.720p.中文字幕.mkv']
2019年科幻喜剧《疯狂的外星人》HD国语中英双字,https://www.ygdy8.com/html/gndy/dyzz/20190308/58314.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:8403/阳光电影www.ygdy8.com.疯狂的外星人.HD.1080p.国语中英双字.mp4']
2018年张艺谋执导《影/荆州保卫战》BD国语中字,https://www.ygdy8.com/html/gndy/dyzz/20190309/58322.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:8404/阳光电影www.ygdy8.com.影.BD.720p.国语中字.mkv']
2018年剧情动作《袭击/突击搜查》BD中字,https://www.ygdy8.com/html/gndy/dyzz/20190313/58334.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:6156/阳光电影www.ygdy8.com.袭击.BD.720p.中文字幕.mkv']
2018年剧情传记《一代巨星桑杰君》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190309/58316.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:3193/阳光电影www.ygdy8.com.一代巨星桑杰君.BD.720p.中英双字幕.mkv']
2019年冒险动作《三方国界》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190315/58341.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:8408/阳光电影www.ygdy8.com.三方国界.BD.720p.中英双字幕.mkv']
2018年科幻动作《掠食城市：致命引擎》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190203/58142.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:3185/阳光电影www.ygdy8.com.移动城市：致命引擎.BD.720p.中英双字幕.mkv']
2019年动作喜剧《神探蒲松龄》HD国语中字,https://www.ygdy8.com/html/gndy/dyzz/20190311/58326.html,['ftp://ygdy8:ygdy8@yg72.dydytt.net:8353/阳光电影www.ygdy8.com.神探蒲松龄.HD.720p.国语中字.mkv']
2018年喜剧《新喜剧之王/喜剧之王2》HD国粤双语中字,https://www.ygdy8.com/html/gndy/dyzz/20190310/58324.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:7405/阳光电影www.ygdy8.com.新喜剧之王.HD.720p.国粤双语中字.mkv']
2018年喜剧《世界属于你》BD英语中字,https://www.ygdy8.com/html/gndy/dyzz/20190316/58345.html,['ftp://ygdy8:ygdy8@yg90.dydytt.net:8490/阳光电影www.ygdy8.com.世界属于你.BD.720p.中文字幕.mkv']
2018年剧情《本回家了》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190228/58259.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:8399/阳光电影www.ygdy8.com.本回家了.BD.720p.中英双字幕.mkv']
2018年动作《毒战韩国版》BD韩语中字,https://www.ygdy8.com/html/gndy/dyzz/20180629/57054.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:3099/阳光电影www.ygdy8.com.毒战韩国版.BD.720p.韩语中字.mkv']
2018年剧情喜剧《速成家庭》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190228/58258.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:7399/阳光电影www.ygdy8.com.速成家庭.BD.720p.中英双字幕.mkv']
2018年奇幻动作《物怪/恶兽》BD韩语中字,https://www.ygdy8.com/html/gndy/dyzz/20190226/58248.html,['ftp://ygdy8:ygdy8@yg90.dydytt.net:8480/阳光电影www.ygdy8.com.物怪.BD.720p.韩语中字.mkv']
2018年惊悚剧情《泄密者/洩密者》BD国粤双语中字,https://www.ygdy8.com/html/gndy/dyzz/20190502/58532.html,['ftp://ygdy8:ygdy8@yg90.dydytt.net:8521/阳光电影www.ygdy8.com.泄密者.BD.720p.国粤双语中字.mkv']
2019惊悚剧情《宁静/惊涛布局》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190226/58249.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:4121/阳光电影www.ygdy8.com.宁静.BD.720p.中英双字幕.mkv']
2018年科幻动画《哥斯拉：决战之都》BD日英双语双字,https://www.ygdy8.com/html/gndy/dyzz/20190110/58060.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:7377/阳光电影www.ygdy8.com.哥斯拉：决战之都.BD.720p.日英双语双字.mkv']
2018年获奖动画《无敌破坏王2：大闹互联网》BD国粤英三语双字,https://www.ygdy8.com/html/gndy/dyzz/20190302/58261.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:3192/阳光电影www.ygdy8.com.无敌破坏王2：大闹互联网.BD.720p.国粤英三语.中英双字幕.mkv']
2019年动作喜剧《神探蒲松龄》HD国粤双语中字,https://www.ygdy8.com/html/gndy/dyzz/20190313/58335.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:8406/阳光电影www.ygdy8.com.神探蒲松龄.HD.720p.国粤双语中字.mkv']
2018年奇幻动作《海王》BD国英双语双字,https://www.ygdy8.com/html/gndy/dyzz/20190311/58327.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:3194/阳光电影www.ygdy8.com.海王.BD.720p.国英双语双字.mkv']
2018年悬疑惊悚《虽然只是弄丢了手机》BD日语中字,https://www.ygdy8.com/html/gndy/dyzz/20190510/58584.html,['ftp://ygdy8:ygdy8@yg90.dydytt.net:8529/阳光电影www.ygdy8.com.虽然只是弄丢了手机.BD.720p.日语中字.mkv']
2019年爱情喜剧《一吻定情》BD国语中字,https://www.ygdy8.com/html/gndy/dyzz/20190510/58585.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:6162/阳光电影www.ygdy8.com.一吻定情.BD.720p.国语中字.mkv']
2018年高分获奖剧情《绿皮书》BD国英双语双字,https://www.ygdy8.com/html/gndy/dyzz/20190515/58600.html,['ftp://ygdy8:ygdy8@yg90.dydytt.net:8533/阳光电影www.ygdy8.com.绿皮书.BD.720p.国英双语双字.mkv']
2018年悬疑《彼布利亚古书堂事件手帖》BD日语中字,https://www.ygdy8.com/html/gndy/dyzz/20190510/58583.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:3210/阳光电影www.ygdy8.com.彼布利亚古书堂事件手帖.BD.720p.日语中字.mkv']
2019年喜剧《我身体里的那个家伙》BD韩语中字,https://www.ygdy8.com/html/gndy/dyzz/20190212/58198.html,['ftp://ygdy8:ygdy8@yg90.dydytt.net:8470/阳光电影www.ygdy8.com.我身体里的那个家伙.BD.720p.韩语中字.mkv']
2018年高分获奖剧情《罗马》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190213/58202.html,['ftp://ygdy8:ygdy8@yg72.dydytt.net:8343/阳光电影www.ygdy8.com.罗马.BD.720p.中英双字幕.mkv']
2018年动作恐怖《屠宰场准则》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190315/58340.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:7408/阳光电影www.ygdy8.com.屠宰场准则.BD.720p.中英双字幕.mkv']
2018年科幻《超能泰坦/末世异种》BD国英双语双字,https://www.ygdy8.com/html/gndy/dyzz/20190514/58598.html,['ftp://ygdy8:ygdy8@yg90.dydytt.net:8532/阳光电影www.ygdy8.com.超能泰坦.BD.720p.国英双语双字.mkv']
2018年获奖动画《无敌破坏王2：大闹互联网》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190214/58204.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:3187/阳光电影www.ygdy8.com.无敌破坏王2：大闹互联网.HD.720p.中英双字幕.mkv']
2018年奇幻《神奇动物：格林德沃之罪》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190216/58210.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:4118/阳光电影www.ygdy8.com.神奇动物：格林德沃之罪.BD.720p.中英双字幕.mkv']
2018年爱情《比悲伤更悲伤的故事》HD国语中字,https://www.ygdy8.com/html/gndy/dyzz/20190516/58601.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:4132/阳光电影www.ygdy8.com.比悲伤更悲伤的故事.HD.720p.国语中字.mkv']
2018年科幻悬疑《克隆人》HD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190208/58188.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:8388/阳光电影www.ygdy8.com.克隆人.HD.720p.中英双字幕.mkv']
2018年冒险动作《古墓丽影：源起之战》BD国英双语双字,https://www.ygdy8.com/html/gndy/dyzz/20190214/58205.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:4117/阳光电影www.ygdy8.com.古墓丽影：源起之战.BD.720p.国英双语双字.mkv']
2018年科幻动作《霸主》HD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190208/58187.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:7388/阳光电影www.ygdy8.com.霸主.HD.720p.中英双字幕.mkv']
2018年悬疑剧情《地球最后的夜晚》HD国语中英双字,https://www.ygdy8.com/html/gndy/dyzz/20190215/58208.html,['ftp://ygdy8:ygdy8@yg90.dydytt.net:8472/阳光电影www.ygdy8.com.地球最后的夜晚.HD.1080p.国语中英双字.mkv']
2018年高分科幻《死侍2未分级加长版》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190217/58220.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:8392/阳光电影www.ygdy8.com.死侍2未分级加长版.BD.720p.中英双字幕.mkv']
2018年高分获奖剧情《宠儿/争宠/宠姬》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190215/58207.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:3188/阳光电影www.ygdy8.com.宠儿.BD.720p.中英双字幕.mkv']
2018年高分科幻动作《头号玩家》BD国英双语双字,https://www.ygdy8.com/html/gndy/dyzz/20190218/58224.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:3189/阳光电影www.ygdy8.com.头号玩家.BD.720p.国英双语双字.mkv']
2019年科幻动作《钢铁苍穹2：即临种族》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190515/58599.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:3212/阳光电影www.ygdy8.com.钢铁苍穹2：即临种族.BD.720p.中英双字幕.mkv']
2018年剧情爱情《念念手纪》HD国日双语中字,https://www.ygdy8.com/html/gndy/dyzz/20190206/58171.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:8387/阳光电影www.ygdy8.com.念念手纪.HD.720p.国日双语中字.mkv']
2018年获奖剧情《私人战争》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190128/58120.html,['ftp://ygdy8:ygdy8@yg72.dydytt.net:8339/阳光电影www.ygdy8.com.私人战争.BD.720p.中英双字幕.mkv']
2018年剧情惊悚《寡妇联盟》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190129/58125.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:4113/阳光电影www.ygdy8.com.寡妇联盟.BD.720p.中英双字幕.mkv']
2017年高分悬疑《猎凶风河谷》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190219/58231.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:7393/阳光电影www.ygdy8.com.猎凶风河谷.BD.720p.中英双字幕.mkv']
2018年动作战争《中国蓝盔》HD国语中英双字,https://www.ygdy8.com/html/gndy/dyzz/20190129/58124.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:3182/阳光电影www.ygdy8.com.中国蓝盔.HD.720p.国语中英双字.mkv']
2018年高分获奖剧情《谁先爱上他的》BD国语中字,https://www.ygdy8.com/html/gndy/dyzz/20190205/58161.html,['ftp://ygdy8:ygdy8@yg90.dydytt.net:8466/阳光电影www.ygdy8.com.谁先爱上他的.BD.720p.国语中字.mkv']
2018年剧情《中国合伙人2》HD国语中英双字,https://www.ygdy8.com/html/gndy/dyzz/20190204/58149.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:8385/阳光电影www.ygdy8.com.中国合伙人2.HD.720p.国语中英双字.mkv']
2019年动作《极线杀手》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190128/58119.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:4112/阳光电影www.ygdy8.com.极线杀手.BD.720p.中英双字幕.mkv']
2018年科幻动作《狂暴巨兽》BD国英双语双字,https://www.ygdy8.com/html/gndy/dyzz/20190220/58234.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:8394/阳光电影www.ygdy8.com.狂暴巨兽.BD.720p.国英双语双字.mkv']
2018年冒险动作《罗宾汉》HD韩版中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190126/58112.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:7382/阳光电影www.ygdy8.com.罗宾汉.HD.720p.韩版中英双字幕.mkv']
2018年动作喜剧《大师兄》BD国粤双语中字,https://www.ygdy8.com/html/gndy/dyzz/20190127/58116.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:7383/阳光电影www.ygdy8.com.大师兄.BD.720p.国粤双语中字.mkv']
2018年悬疑惊悚《德琳的玛德琳》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190125/58109.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:8381/阳光电影www.ygdy8.com.玛德琳的玛德琳.BD.720p.中英双字幕.mkv']
2018年奇幻喜剧《武林怪兽》HD国粤双语中字,https://www.ygdy8.com/html/gndy/dyzz/20190201/58132.html,['ftp://ygdy8:ygdy8@yg72.dydytt.net:8341/阳光电影www.ygdy8.com.武林怪兽.HD.1080p.国粤双语中字.mkv']
2018年剧情爱情《恋如雨止》BD日语中字,https://www.ygdy8.com/html/gndy/dyzz/20190202/58133.html,['ftp://ygdy8:ygdy8@yg90.dydytt.net:8465/阳光电影www.ygdy8.com.恋如雨止.BD.720p.日语中字.mkv']
2018年剧情历史《雪中灰》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190114/58079.html,['ftp://ygdy8:ygdy8@yg90.dydytt.net:8458/阳光电影www.ygdy8.com.雪中灰.BD.720p.中英双字幕.mkv']
2018年科幻惊悚《蒙上你的眼》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190113/58074.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:3177/阳光电影www.ygdy8.com.蒙上你的眼.BD.720p.中英双字幕.mkv']
2018年惊悚《欢迎回家》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190113/58073.html,['ftp://ygdy8:ygdy8@yg90.dydytt.net:8457/阳光电影www.ygdy8.com.欢迎回家.BD.720p.中英双字幕.mkv']
2018年高分获奖剧情《波西米亚狂想曲》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190127/58117.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:8383/阳光电影www.ygdy8.com.波西米亚狂想曲.BD.720p.中英双字幕.mkv']
2018年获奖剧情《贤妻/爱·欺》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190125/58108.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:7381/阳光电影www.ygdy8.com.贤妻.BD.720p.中英双字幕.mkv']
2018年高分获奖剧情《地牢回忆》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190112/58069.html,['ftp://ygdy8:ygdy8@yg90.dydytt.net:8456/阳光电影www.ygdy8.com.地牢回忆.BD.720p.中英双字幕.mkv']
2018年科幻惊悚《第一缕曙光》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190115/58082.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:4107/阳光电影www.ygdy8.com.第一缕曙光.BD.720p.中英双字幕.mkv']
2018年奇幻动作《海王》HD韩版英语中字,https://www.ygdy8.com/html/gndy/dyzz/20190126/58113.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:8382/阳光电影www.ygdy8.com.海王.HD.720p.韩版英语中字.mkv']
2018年剧情《永不言弃》BD日语中字,https://www.ygdy8.com/html/gndy/dyzz/20190115/58081.html,['ftp://ygdy8:ygdy8@yg90.dydytt.net:8459/阳光电影www.ygdy8.com.永不言弃.BD.720p.日语中字.mkv']
2018年剧情动作《贼王/盗者之王》BD英语中字,https://www.ygdy8.com/html/gndy/dyzz/20190125/58107.html,['ftp://ygdy8:ygdy8@yg72.dydytt.net:8337/阳光电影www.ygdy8.com.贼王.BD.720p.英语中字.mkv']
2018年剧情动作《无双》HD粤语中字,https://www.ygdy8.com/html/gndy/dyzz/20190124/58106.html,['ftp://ygdy8:ygdy8@yg90.dydytt.net:8463/阳光电影www.ygdy8.com.无双.HD.720p.粤语中字.mkv']
2018年动画《肆式青春》BD国日双语双字,https://www.ygdy8.com/html/gndy/dyzz/20190110/58061.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:8377/阳光电影www.ygdy8.com.肆式青春.BD.720p.国日双语双字.mkv']
2018年奇幻《胡桃夹子和四个王国》BD中英双字幕,https://www.ygdy8.com/html/gndy/dyzz/20190122/58100.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:7380/阳光电影www.ygdy8.com.胡桃夹子和四个王国.BD.720p.中英双字幕.mkv']
2018年高分惊悚喜剧《调琴师》BD中文字幕,https://www.ygdy8.com/html/gndy/dyzz/20190131/58128.html,['ftp://ygdy8:ygdy8@yg45.dydytt.net:4114/阳光电影www.ygdy8.com.调琴师.BD.720p.中文字幕.mkv']
